id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
6467,UKBB,large_airport,"Boryspil International Airport",50.345001,30.894699,427,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Boryspil,1,UKBB,KBP,,https://kbp.aero/en/,https://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль"", Kyiv",1600,2022-11-20T09:05:31+00:00
6478,UKKK,medium_airport,"Ihor Sikorsky Kyiv International Airport (Zhuliany)",50.40194,30.45194,587,EU,Ukraine,UA,"Kyiv (city)",UA-30,30,Kyiv,1,UKKK,IEV,,https://iev.aero/,https://en.wikipedia.org/wiki/Kyiv_International_Airport_(Zhuliany),"Міжнародний аеропорт ""Київ"", Kiev",750,2022-11-20T09:02:37+00:00
6487,UKOO,medium_airport,"Odessa International Airport",46.4268,30.6765,172,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Odessa,1,UKOO,ODS,,http://www.airport.od.ua/,https://en.wikipedia.org/wiki/Odessa_International_Airport,"Odesa Central, Міжнародний аеропорт Одеса",750,2021-11-20T16:17:31+00:00
6481,UKLL,large_airport,"Lviv International Airport",49.8125,23.9561,1071,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,Lviv,1,UKLL,LWO,,http://www.airport.lviv.ua/index.php?id=home&L=1,https://en.wikipedia.org/wiki/Lviv_International_Airport,"Міжнародний аеропорт ""Львів""",1200,2021-08-01T05:06:08+00:00
6474,UKFF,medium_airport,"Simferopol International Airport",45.0522,33.975101,639,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Simferopol,1,UKFF,SIP,URFF,https://new.sipaero.ru/,https://en.wikipedia.org/wiki/Simferopol_International_Airport,,750,2021-12-18T15:15:44+00:00
6476,UKHH,medium_airport,"Kharkiv International Airport",49.924801,36.290001,508,EU,Ukraine,UA,"Kharkiv Oblast",UA-63,63,Kharkiv,1,UKHH,HRK,,http://www.airport.kharkov.ua/,https://en.wikipedia.org/wiki/Kharkiv_International_Airport,"Osnova International Airport, Міжнародний аеропорт ""Харків""",750,2021-11-21T15:58:36+00:00
6471,UKDD,medium_airport,"Dnipro International Airport",48.357201,35.100601,481,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,Dnipro,1,UKDD,DNK,,,https://en.wikipedia.org/wiki/Dnipro_International_Airport,"Dnipropetrovsk, Міжнародний аеропорт «Дніпро»",750,2022-10-13T16:03:56+00:00
6485,UKLU,medium_airport,"Uzhhorod International Airport",48.634300231933594,22.263399124145508,383,EU,Ukraine,UA,"Zakarpattia Oblast",UA-21,21,Uzhhorod,1,UKLU,UDJ,,,https://en.wikipedia.org/wiki/Uzhhorod_International_Airport,"Міжнародний аеропорт ""Ужгород""",750,2009-02-18T20:01:50+00:00
6472,UKDE,medium_airport,"Zaporizhzhia International Airport",47.867000579833984,35.31570053100586,373,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Zaporizhia,1,UKDE,OZH,,,https://en.wikipedia.org/wiki/Zaporizhia_International_Airport,"Zaporozhye Airport, Міжнародний аеропорт Запоріжжя, Аэропорт Запорожье",750,2009-03-19T16:43:50+00:00
6468,UKCC,closed,"Donetsk Sergei Prokofiev International Airport",48.075072,37.72527,791,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Donetsk,0,,,,http://airport.dn.ua/,https://en.wikipedia.org/wiki/Donetsk_International_Airport,"Міжнародний аеропорт ""Донецьк"", UKCC, DOK",1200,2021-03-10T13:42:27+00:00
6482,UKLN,medium_airport,"Chernivtsi International Airport",48.259300231933594,25.98080062866211,826,EU,Ukraine,UA,"Chernivtsi Oblast",UA-77,77,Chernivtsi,1,UKLN,CWC,,,https://en.wikipedia.org/wiki/Chernivtsi_International_Airport,,750,2009-02-18T18:21:01+00:00
6480,UKLI,medium_airport,"Ivano-Frankivsk International Airport",48.88420104980469,24.686100006103516,919,EU,Ukraine,UA,"Ivano-Frankivsk Oblast",UA-26,26,Ivano-Frankivsk,1,UKLI,IFO,,http://www.aeroportifua.ifrastudio.com/index.php?area=2,https://en.wikipedia.org/wiki/Ivano-Frankivsk_International_Airport,"Міжнародний аеропорт Івано-Франківськ",750,2009-02-18T19:46:15+00:00
6479,UKKM,medium_airport,"Hostomel Airport",50.6035,30.1919,517,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Kiev,0,UKKM,,,,https://en.wikipedia.org/wiki/Hostomel_Airport,"Antonov International Airport, Аеропорт „Антонов”, Gostomel Airport",750,2023-03-07T18:40:44+00:00
6477,UKKE,medium_airport,"Cherkasy International Airport",49.41559982299805,31.99530029296875,375,EU,Ukraine,UA,"Cherkasy Oblast",UA-71,71,Cherkasy,0,UKKE,CKC,,,,,250,2009-05-07T07:46:37+00:00
6470,UKCW,closed,"Luhansk International Airport",48.4174,39.3741,636,EU,Ukraine,UA,"Luhansk Oblast",UA-09,09,Luhansk,1,,,,,https://en.wikipedia.org/wiki/Luhansk_International_Airport,"Lugansk International Airport, Міжнародний аеропорт Луганськ, Аэропорт Луганск, UKCW, VSG",750,2022-11-20T15:28:28+00:00
44376,UA-0028,medium_airport,"Zhovtneve Air Base",45.639999,28.67,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Bolgrad,0,UKOD,,,,,"Zhovtnevoye Air Base, Zhovtnevoe Air Base, Bolgrad Air Base, Аэродром Жовтневе, Аэродром Жовтневое, Аэродром Болград",250,2023-03-22T18:50:01+00:00
44293,UKFB,medium_airport,"Sevastopol International Airport / Belbek Air Base",44.691822,33.57462,344,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Sevastopol,0,UKFB,UKS,,,https://en.wikipedia.org/wiki/Sevastopol_International_Airport,"Севастополь,Бельбек",250,2022-10-20T12:49:18+00:00
30535,UKWW,medium_airport,"Vinnytsia/Gavyryshivka International Airport",49.242531,28.613778,961,EU,Ukraine,UA,"Vinnytsia Oblast",UA-05,05,Vinnitsa,0,UKWW,VIN,,,https://en.wikipedia.org/wiki/Havryshivka_Vinnytsia_International_Airport,"Gavrishevka Airport, Gavrishivka Airport, Аэропорт Гавришевка , Аэропорт Гавришiвка",250,2022-03-08T07:27:16+00:00
302309,UKKV,small_airport,"Zhytomyr Airport",50.270556,28.738611,,EU,Ukraine,UA,"Zhytomyr Oblast",UA-18,18,,0,UKKV,ZTR,,,https://en.wikipedia.org/wiki/Zhytomyr_Airport,,50,2012-08-04T23:07:46+00:00
315690,UA-0075,small_airport,Zhalizhnia,50.4734613,24.4743705,,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,,0,,,,,,,50,2015-10-07T14:30:57+00:00
315692,UA-0076,small_airport,Turynka,50.1205511,24.035789,,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,,0,,,,,,,50,2015-10-07T14:43:28+00:00
316377,UA-0081,small_airport,Tal'ne,48.8715407,30.6593031,,EU,Ukraine,UA,"Cherkasy Oblast",UA-71,71,,0,,,,,,,50,2015-11-18T10:59:38+00:00
342153,UA-0146,small_airport,"Aeroclub Swallow",48.81223,26.022577,873,EU,Ukraine,UA,"Ternopil Oblast",UA-61,61,Borschiv,0,,,,,,"Борщів, Ластівка,С172",50,2022-03-08T12:14:23+00:00
44437,UA-0039,small_airport,"Tsuniv Airfield",49.831848,23.690052,869,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,Gorodok,0,UKGC,,,,,,50,2018-12-31T01:54:15+00:00
45181,UA-0052,small_airport,"Korotych Airfield",49.971,36.011,,EU,Ukraine,UA,"Kharkiv Oblast",UA-63,63,Lyubotin,0,,,,http://www.aeroclub.net.ua/,,"Korotich Airfield, Аэродром Коротыч, Аэродром Коротич",50,2009-11-18T14:39:25+00:00
353281,UA-0177,small_airport,"Ximik Airport",47.34706,35.142817,300,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Orlyanske,0,,,,,,,50,2022-03-03T22:34:22+00:00
44600,UA-0009,small_airport,"Gora Klementyeva Airfield",45.012616,35.247767,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Otvazhnoe,0,,,,,,"Uzun-Syrt Airfield, Аэродром Гора Клементьева, Аэродром Узун-Сырт",50,2021-01-27T15:47:16+00:00
44436,UA-0038,small_airport,"Kyiv Chaika Airfield",50.431185,30.30093,600,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,"Petropavlivska Borshchahivka",0,UKKJ,,,,https://en.wikipedia.org/wiki/Kyiv_Chaika_Airfield,"Kyiv West",50,2022-11-30T09:33:00+00:00
32532,UKHP,small_airport,"Suprunovka Airport",49.568599700927734,34.39720153808594,505,EU,Ukraine,UA,"Poltava Oblast",UA-53,53,Poltava,0,UKHP,PLV,,,,,50,2008-08-14T12:06:12+00:00
35109,UA-6709,closed,"Velyka Krucha Air Base",50.1500015259,32.5332984924,384,EU,Ukraine,UA,"Poltava Oblast",UA-53,53,Pyriatyn,0,,,,,https://en.wikipedia.org/wiki/Velyka_Krucha_(air_base),,50,2009-11-18T14:42:10+00:00
320856,UA-0095,small_airport,"Turiisk Airfield",51.021679,24.618763,,EU,Ukraine,UA,"Volyn Oblast",UA-07,07,Radovychi,0,,,,,,,50,2021-01-27T16:04:37+00:00
44307,UA-0016,small_airport,"Yukharina Balka Airfield",44.549003,33.488613,,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,"Аэродром Юхарина Балка",50,2022-11-18T10:30:03+00:00
44430,UKFW,small_airport,"Zavodskoe Airfield",44.919998,34.063,955,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Simferopol,0,URFW,,,http://unavia.narod.ru/engl/index.html,https://en.wikipedia.org/wiki/Zavodske_Airfield,"Zavodskoye Airfield, Аэродром Заводское",50,2020-09-26T05:05:08+00:00
342021,UA-0143,small_airport,"Blagodatnoye Delta-Paradrome",47.9042,38.5194,575,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Siyatel',0,,,,,,,50,2021-03-10T13:48:23+00:00
35087,UA-2644,small_airport,"Starokostiantyniv Air Base",49.74829864501953,27.273300170898438,873,EU,Ukraine,UA,"Khmelnytskyi Oblast",UA-68,68,Starokostiantyniv,0,,,,,https://en.wikipedia.org/wiki/Starokostiantyniv_(air_base),,50,2008-12-30T14:07:34+00:00
35089,UA-8143,small_airport,"Stryi Air Base",49.24330139160156,23.786699295043945,1024,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,Stryi,0,,,,,https://en.wikipedia.org/wiki/Stryi_(air_base),,50,2008-08-03T11:50:50+00:00
32541,UKHS,small_airport,"Sumy Airport",50.858299255371094,34.76250076293945,594,EU,Ukraine,UA,"Sumy Oblast",UA-59,59,Sumy,0,UKHS,UMY,,,,,50,2008-08-03T11:51:06+00:00
316378,UA-0082,small_airport,"Vinnytsia Aircraft Sports Club - Sutysky Airport",49.066667,28.44166,,EU,Ukraine,UA,"Vinnytsia Oblast",UA-05,05,Sutysky,0,,,,,,,50,2022-03-08T12:10:18+00:00
6484,UKLT,small_airport,"Ternopil International Airport",49.5242,25.7001,1072,EU,Ukraine,UA,"Ternopil Oblast",UA-61,61,Ternopil,0,UKLT,,,,https://en.wikipedia.org/wiki/Ternopil_Airport,,50,2016-11-26T07:16:19+00:00
321103,UA-0097,small_airport,"Troits'ke Airstrip",47.6693733,30.2982862,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Troits'ke,0,,,,,,,50,2016-11-10T01:18:58+00:00
35108,UA-6118,small_airport,"Vasylkiv Air Base",50.233299255371094,30.299999237060547,673,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Vasylkiv,0,,,,,https://en.wikipedia.org/wiki/Vasylkiv_(air_base),,50,2008-08-03T11:50:46+00:00
351114,UA-0169,small_airport,"Vesele Airport",47.0369,34.91204,253,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Vesele,0,,,,,,,50,2021-12-30T16:11:55+00:00
46267,UA-0059,small_airport,"Valeryanivka Airfield",47.6288427809,37.399778366099994,,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Volnovakha,0,,,,http://sky.dn.ua/,,"Valeryanovka Airfield, Аеродром Валер'янівка, Аэродром Валерьяновка",50,2010-03-05T15:05:42+00:00
321106,UA-0098,small_airport,"Zabroshennyy Airport",49.532738,29.887719,,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Volodarka,0,,,,,,Volodarka,50,2022-11-20T08:39:07+00:00
34999,UA-9861,small_airport,"Zhovtneve Air Base",50.9109992980957,24.45199966430664,699,EU,Ukraine,UA,"Volyn Oblast",UA-07,07,Volodymyr-Volynskyi,0,,,,,https://en.wikipedia.org/wiki/Khovtnevoy,"Zhovtnevoye Air Base, Zhovtnevoe Air Base, Аэродром Жовтневе, Аэродром Жовтневое",50,2009-04-23T18:04:31+00:00
335516,UKGW,small_airport,"Voroniv Airfield",50.695956,26.699958,722,EU,Ukraine,UA,"Rivne Oblast",UA-19,19,Voroniv,0,UKGW,,,,,,50,2020-08-15T05:49:51+00:00
44625,UA-0042,small_airport,"Voznesensk Air Base",47.509998,31.254999,,EU,Ukraine,UA,"Mykolaiv Oblast",UA-48,48,Voznesensk,0,UKOW,,,,,"Аэродром Вознесенск",50,2022-03-10T01:32:17+00:00
46266,UA-0058,small_airport,"Yenakiyeve Airfield",48.179565,38.201866,727,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Yenakiyeve,0,,,,,,"Yenakieve Airfield, Yenakiyevo Airfield, Enakievo Airfield, Аеродром Енакiеве, Аэродром Енакиево, DOSAAF Airfield",50,2021-03-10T13:46:35+00:00
32531,UKFV,small_airport,"Yevpatoriya Airport",45.225601,33.376701,33,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yevpatoriya,0,UKFE,,,,,"UKFV, Yevpatoria Aircraft Repair Plant Airport",50,2021-12-30T15:53:47+00:00
322148,UA-0114,small_airport,"Zahnitkiv Airstrip",48.0351886,28.9258992,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Zahnitkiv,0,,,,,,,50,2017-02-13T01:38:17+00:00
353018,UA-0174,heliport,"Zmiyinyy Island Helipad",45.255778,30.201306,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,,0,,,,,,,0,2022-02-25T07:18:15+00:00
44676,UA-0043,heliport,"State House #10 (M S Gorbachev Dacha) (Foros) Heliport",44.391897,33.753988,168,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Foros,0,,,,,,"Вертолётная площадка Форос",0,2021-03-19T16:20:27+00:00
44433,UKKT,closed,"Svyatoshyn Airport",50.478224,30.384631,582,EU,Ukraine,UA,"Kyiv (city)",UA-30,30,Kyiv,0,,,,,,UKKT,0,2022-11-20T09:01:17+00:00
341520,UA-0140,heliport,"Kyiv Challenge Heliport",50.406424,30.579473,314,EU,Ukraine,UA,"Kyiv (city)",UA-30,30,Kyiv,0,UKIH,,,,,,0,2022-11-20T08:47:10+00:00
44602,UA-0041,closed,"Yuzhniy Airfield",44.5800018311,33.4959983826,,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,"Molochka Airfield, Аэродром Южный, Аэродром Молочка",0,2010-03-05T16:48:18+00:00
351112,UA-0167,heliport,"Yuzhniy Heliport",44.57702,33.49612,278,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,,0,2021-12-30T15:58:07+00:00
44601,UA-0040,closed,"Sovyetskiy Air Base",45.35499954223633,34.939998626708984,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Sovyetskiy,0,,,,,,"Sovetskiy Air Base, Sovyetsky Air Base, Sovietsky Air Base, Аэродром Советский",0,2009-07-21T18:22:07+00:00
46367,UA-0069,closed,"Uman Air Base",48.79403,30.208197,,EU,Ukraine,UA,"Cherkasy Oblast",UA-71,71,Uman,0,,,,,,"Rodnikivka Airfield, Rodnikovka Airfield, Аеродром Умань, Аеродром Родникiвка, Аэродром Родниковка, UKKX",0,2019-03-18T06:26:39+00:00
329476,UA-0124,heliport,"Vychivka Helicopter Base",51.8205394,26.2873632,,EU,Ukraine,UA,"Rivne Oblast",UA-19,19,Vychivka,0,,,,,,,0,2018-10-19T06:17:01+00:00
46272,UA-0064,heliport,"Yalta Heliport",44.485596,34.13744,430,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,"Вертодром Ялта",0,2021-03-19T16:32:28+00:00
342221,UA-0153,heliport,"State House #9 (Oliva) Heliport",44.4074,33.8539,184,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:19:57+00:00
342222,UA-0154,heliport,"State House #8 (Berehove) Heliport",44.4045,33.8663,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:21:02+00:00
353023,UA-0176,heliport,"Yalta North Helipad",44.511515,34.155678,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2022-02-25T18:20:06+00:00
342212,UA-0147,heliport,"Yuzhne Heliport",46.61731,31.11865,119,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Yuzhne,0,,,,,,,0,2021-03-19T13:59:43+00:00
46369,UA-0071,closed,"Zhovti Vody Airstrip",48.350502506,33.444271087599994,,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,"Zhovti Vody",0,,,,,,"Zholtyye Vody Airstrip, ЗПС Жовті Води, ВПП Жёлтые Воды, ВПП Желтые Воды",0,2010-03-27T18:04:32+00:00
46370,UA-0072,closed,"Volodimirivka Airstrip",48.2840353492,33.4489488602,,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,"Zhovti Vody",0,,,,,,"ЗПС Володимирівка, ВПП Владимировка",0,2010-03-27T18:11:37+00:00
6473,UKDR,medium_airport,"Kryvyi Rih International Airport",48.04330062866211,33.209999084472656,408,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,"Kryvyi Rih",1,UKDR,KWG,,,https://en.wikipedia.org/wiki/Kryvyi_Rih_International_Airport,"Lozuvatka International Airport, Міжнародний аеропорт ""Кривий Ріг""",750,2009-02-18T19:49:40+00:00
6483,UKLR,medium_airport,"Rivne International Airport",50.60710144042969,26.141599655151367,755,EU,Ukraine,UA,"Rivne Oblast",UA-19,19,Rivne,1,UKLR,RWN,,http://www.aeroport.rv.ua/,https://en.wikipedia.org/wiki/Rivne_International_Airport,"Міжнародний аеропорт ""Рівне""",750,2009-02-18T20:00:28+00:00
32534,UKOH,medium_airport,"Kherson International Airport",46.6758,32.506401,148,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Kherson,1,UKOH,KHE,,http://airport.kherson.ua/,https://en.wikipedia.org/wiki/Kherson_International_Airport,,500,2021-12-30T15:50:54+00:00
6469,UKCM,medium_airport,"Mariupol International Airport",47.07609939575195,37.44960021972656,251,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Mariupol,1,UKCM,MPW,,http://www.maraero.com/,https://en.wikipedia.org/wiki/Mariupol_International_Airport,"Міжнародний аеропорт ""Маріуполь""",500,2009-02-18T19:55:28+00:00
6486,UKON,medium_airport,"Mykolaiv International Airport",47.057899,31.9198,184,EU,Ukraine,UA,"Mykolaiv Oblast",UA-48,48,Nikolayev,1,UKON,NLV,,http://www.airport.nikolaev.ua/,https://en.wikipedia.org/wiki/Mykolaiv_Airport,"Nikolayev Airport, Nikolaev Airport, Аэропорт Николаев",500,2021-10-05T06:29:57+00:00
44343,UA-0025,medium_airport,"Bila Tserkva Air Base",49.795228,30.024435,584,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,"Bila Tserkva",0,UKBC,,,,,"Belaya Tserkov Airfield, Аэродром Белая Церковь",250,2022-11-20T08:40:37+00:00
43680,UKFY,medium_airport,"Dzhankoy Airport",45.700901,34.4189,75,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Dzhankoy,0,UKFY,,,,,"Аэропорт Джанкой",250,2021-03-05T11:04:52+00:00
44313,UA-0022,medium_airport,"Kacha Air Base",44.779764,33.572245,403,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Kacha,0,UKFA,,,,"https://en.m.wikipedia.org/wiki/Kacha,_Sevastopol#Military_outpost","Аэродром Кача, URFA, XRFA",250,2021-12-19T12:58:12+00:00
6420,UKLH,medium_airport,"Khmelnytskyi Airport",49.359699,26.933399,1150,EU,Ukraine,UA,"Khmelnytskyi Oblast",UA-68,68,Khmelnytskyi,0,UKLH,HMJ,,,https://en.wikipedia.org/wiki/Khmelnytskyi_Ruzhichnaya_Airport,"Khmelnitskiy, Khmelnytskyi Ruzhichnaya",250,2017-10-25T12:16:02+00:00
44297,UA-0012,medium_airport,"Kirovskoe Air Base",45.16699981689453,35.18299865722656,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Kirovskoe,0,,,,,,"Kirovskoye Air Base, Аэродром Кировское",250,2009-04-19T18:49:23+00:00
45170,UA-0047,medium_airport,"Dolgintsevo Air Base",47.887,33.533,341,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,"Kryvyi Rih",0,,,,,,"УКДЙ, Аэродром Долгинцево, UKDJ",250,2023-09-20T19:48:37+00:00
44311,UA-0020,medium_airport,"Melitopol Air Base",46.880001,35.305,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Melitopol,0,UKDM,,,,,"Аэродром Мелитополь",250,2023-09-22T10:14:01+00:00
43013,UA-0005,medium_airport,"Nizhyn Air Base",51.088535,31.870995,440,EU,Ukraine,UA,"Chernihiv Oblast",UA-74,74,Nizhyn,0,UKRN,,,,https://en.wikipedia.org/wiki/Nizhyn_(air_base),"Nizhin Air Base, Nezhin Air Base, Аэродром Нежин",250,2021-03-12T13:17:24+00:00
44296,UKFI,medium_airport,"Saky Air Base",45.090611,33.598536,36,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Novofedorovka,0,URFI,,,,https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%84%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%A1%D0%B0%D0%BA,"Аэродом Саки, URFI",250,2021-12-18T15:22:23+00:00
44294,UA-0010,medium_airport,"Oktyabrskoe Air Base",45.31999969482422,34.099998474121094,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Oktyabrskoe,0,,,,,,"Oktyabrskoye Air Base, Аэродром Октябрьское",250,2009-04-19T18:28:33+00:00
44291,UKFG,medium_airport,"Gvardeyskoe Air Base",45.116192,33.976625,721,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Sarabuz,0,UKFG,,XRFG,,,"Gvardeyskoye Air Base, Аэродром Гвардейское",250,2021-12-19T11:44:34+00:00
